-181.262, -21.649, 11.546, 21.070
-181.261, -22.035, 11.584, 21.103
-181.259, -22.422, 11.622, 21.136
-181.257, -22.810, 11.660, 21.169
-181.256, -23.200, 11.699, 21.202
-181.254, -23.591, 11.739, 21.235
-181.252, -23.983, 11.778, 21.268
-181.250, -24.377, 11.817, 21.301
-181.249, -24.771, 11.856, 21.334
-181.247, -25.168, 11.895, 21.367
-181.245, -25.565, 11.935, 21.400
-181.243, -25.964, 11.976, 21.433
-181.242, -26.364, 12.016, 21.466
-181.240, -26.766, 12.055, 21.499
-181.238, -27.169, 12.095, 21.532
-181.236, -27.573, 12.134, 21.565
-181.234, -27.978, 12.175, 21.598
-181.233, -28.385, 12.217, 21.631
-181.231, -28.793, 12.258, 21.664
-181.229, -29.203, 12.297, 21.697
-181.227, -29.614, 12.338, 21.730
-181.225, -30.026, 12.379, 21.763
-181.223, -30.440, 12.422, 21.796
-181.221, -30.855, 12.463, 21.829
-181.219, -31.272, 12.504, 21.862
-181.218, -31.689, 12.545, 21.895
-181.216, -32.109, 12.587, 21.928
-181.214, -32.529, 12.629, 21.961
-181.212, -32.951, 12.671, 21.994
-181.210, -33.375, 12.714, 22.027
-181.208, -33.800, 12.756, 22.060
-181.206, -34.226, 12.798, 22.093
-181.204, -34.654, 12.841, 22.126
-181.202, -35.083, 12.884, 22.159
-181.200, -35.513, 12.927, 22.192
-181.198, -35.945, 12.969, 22.225
-181.196, -36.379, 13.012, 22.258
-181.194, -36.813, 13.056, 22.291
-181.192, -37.250, 13.099, 22.324
-181.189, -37.687, 13.143, 22.357
-181.187, -38.127, 13.187, 22.390
-181.185, -38.567, 13.232, 22.423
-181.183, -39.010, 13.276, 22.456
-181.181, -39.453, 13.319, 22.489
-181.179, -39.898, 13.363, 22.522
-181.177, -40.345, 13.407, 22.555
-181.175, -40.793, 13.452, 22.588
-181.172, -41.242, 13.497, 22.621
-181.170, -41.693, 13.542, 22.654
-181.168, -42.146, 13.587, 22.687
-181.166, -42.600, 13.633, 22.720
-181.163, -43.056, 13.678, 22.753
-181.161, -43.513, 13.724, 22.786
-181.159, -43.971, 13.770, 22.819
-181.157, -44.432, 13.816, 22.852
-181.154, -44.893, 13.861, 22.885
-181.152, -45.356, 13.907, 22.918
-181.150, -45.821, 13.954, 22.951
-181.147, -46.288, 14.001, 22.984
-181.145, -46.755, 14.047, 23.017
